match_id,team,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_inside_box,shots_outside_box,fouls,corner_kicks,offsides,ball_possession_pct,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_pct,expected_goals,goals_prevented,espn_top_xg,espn_keeper_xg_conceded,espn_top_duels_won,espn_top_big_chances_created,espn_top_big_chances_missed,fotmob_expected_goals,fotmob_expected_goals_conceded,fotmob_expected_goals_non_penalty,fotmob_expected_goals_on_target,fotmob_big_chances,fotmob_big_chances_conceded,fotmob_big_chances_missed,fotmob_total_shots,fotmob_shots_on_target,fotmob_shots_inside_box,fotmob_touches_opp_box,fotmob_detail_coverage,fotmob_goal_xg_delta,fotmob_xgot_xg_delta,fotmob_xg_per_shot,fotmob_big_chance_rate,fotmob_big_chance_conversion,fotmob_chance_waste_rate,fotmob_underlying_threat,fotmob_finishing_signal,fotmob_waste_signal,fotmob_low_possession_punch,fotmob_sterile_control_risk,fotmob_defensive_resistance,fotmob_chance_control_signal,fotmob_unrewarded_pressure,fotmob_clinical_chance_signal,source,notes
537370,Uruguay,10,,27,7,,,6,14,6,66.8,0,0,2,612,540,90,1.54,,0.50,0.66,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore/ESPN/Opta Analyst 2026-06-15; ESPN event 760429,"Saudi Arabia 1-1 Uruguay: ESPN reports 27 shots and 10 on goal; theScore reports 67% possession, 14 corners, 6 fouls; Opta Analyst reports 1.54 xG from 28 shots, while ESPN lists 27 attempts. ESPN summary API used to fill blank fields."
537371,Saudi Arabia,1,,3,1,,,2,1,3,32.9,2,0,5,364,294,80,,,0.03,2.30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760453,ESPN summary API used to fill blank fields.
537371,Spain,8,,22,2,,,10,6,2,67.1,0,0,1,726,668,90,,,0.35,0.14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760453,ESPN summary API used to fill blank fields.
537372,Cape Verde Islands,4,,12,4,,,4,4,0,34.8,2,0,0,278,205,70,,,0.03,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760450,ESPN summary API used to fill blank fields.
537372,Uruguay,2,,17,7,,,11,11,3,65.2,2,0,2,511,420,80,,,0.53,0.89,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760450,ESPN summary API used to fill blank fields.
537373,Spain,1,,6,1,,,14,6,2,66.9,1,0,2,622,553,90,,,0.12,0.20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760479,ESPN summary API used to fill blank fields.
537373,Uruguay,1,,5,1,,,14,1,5,33.1,3,1,0,301,228,80,,,0.01,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760479,ESPN summary API used to fill blank fields.
537374,Cape Verde Islands,2,,15,5,,,10,4,2,51,1,0,3,451,381,80,,,0.04,0.39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760478,ESPN summary API used to fill blank fields.
537374,Saudi Arabia,3,,7,3,,,16,2,0,49,3,0,2,444,359,80,,,0.01,1.39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760478,ESPN summary API used to fill blank fields.
537391,France,8,,11,2,,,5,6,3,53.4,0,0,2,575,505,90,,,0.76,0.53,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93075; ESPN event 760432,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537391,Senegal,2,,6,1,,,9,4,1,46.6,0,0,5,502,430,90,,,0.27,1.79,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93075; ESPN event 760432,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537392,Iraq,1,,11,2,,,12,2,0,38.7,1,0,2,334,271,80,,,0.20,2.52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93106; ESPN event 760430,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537392,Norway,5,,12,3,,,13,5,1,61.3,0,0,0,537,477,90,,,1.85,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93106; ESPN event 760430,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537393,France,5,,19,4,,,8,4,1,55.6,0,0,0,603,540,90,,,1.23,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760457,ESPN summary API used to fill blank fields.
537393,Iraq,0,,4,1,,,4,2,0,44.4,1,0,2,481,413,90,,,0.54,2.67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760457,ESPN summary API used to fill blank fields.
537394,Norway,7,,13,3,,,13,5,0,41.7,0,0,2,353,282,80,,,0.84,1.72,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760454,ESPN summary API used to fill blank fields.
537394,Senegal,4,,16,5,,,5,4,4,58.3,0,0,3,489,430,90,,,1.21,1.86,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760454,ESPN summary API used to fill blank fields.
537395,France,9,,18,3,,,11,5,2,56.7,1,0,3,555,480,90,,,0.21,1.70,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760475,ESPN summary API used to fill blank fields.
537395,Norway,4,,10,3,,,9,4,1,43.3,1,0,5,421,343,80,,,0.14,1.50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760475,ESPN summary API used to fill blank fields.
537396,Iraq,1,,6,4,,,11,3,0,30.8,2,1,7,266,184,70,,,0.10,2.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760474,ESPN summary API used to fill blank fields.
537396,Senegal,12,,28,5,,,10,12,1,69.2,2,0,1,590,517,90,,,0.33,0.14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760474,ESPN summary API used to fill blank fields.
537397,Algeria,1,,7,3,,,8,2,3,52.2,0,0,3,609,563,90,,,0.08,1.26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93077; ESPN event 760433,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537397,Argentina,6,,10,1,,,13,2,1,47.8,0,0,0,561,504,90,,,1.05,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93077; ESPN event 760433,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537398,Austria,4,,11,1,,,12,4,1,63.2,1,0,3,580,487,80,,,0.17,0.46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93076; ESPN event 760431,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537398,Jordan,4,,11,2,,,7,3,3,36.8,0,0,1,332,241,70,,,0.25,1.69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theScore event 93076; ESPN event 760431,Imported from theScore Team Comparison. theScore labels shots as shots on goal; total shots are left blank unless another source provides them. ESPN summary API used to fill blank fields.
537399,Argentina,5,,12,3,,,13,1,2,53.6,2,0,1,554,494,90,,,1.51,0.53,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760456,ESPN summary API used to fill blank fields.
537399,Austria,1,,6,0,,,13,3,0,46.4,2,0,2,468,401,90,,,0.18,2.36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760456,ESPN summary API used to fill blank fields.
537400,Algeria,8,,17,5,,,6,10,0,72.1,1,0,3,641,561,90,,,0.49,0.64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760455,ESPN summary API used to fill blank fields.
537400,Jordan,4,,8,0,,,11,1,1,27.9,1,0,6,251,181,70,,,0.39,1.89,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760455,ESPN summary API used to fill blank fields.
537401,Argentina,4,,12,1,,,7,6,3,73.3,0,0,0,801,737,90,,,1.37,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760483,ESPN summary API used to fill blank fields.
537401,Jordan,1,,5,2,,,13,2,1,26.7,3,0,1,285,228,80,,,0.64,2.13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760483,ESPN summary API used to fill blank fields.
537402,Algeria,5,,12,2,,,3,0,1,65,0,0,1,754,706,90,,,0.61,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760484,ESPN summary API used to fill blank fields.
537402,Austria,3,,10,1,,,7,3,3,35,1,0,2,396,346,90,,,0.13,1.67,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760484,ESPN summary API used to fill blank fields.
537403,Congo DR,2,,8,3,,,10,4,2,24.6,1,0,0,249,195,81,0.54,,0.07,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX/Sofascore 2026-06-17; ESPN event 760435,"Portugal 1-1 DR Congo: FOX box score reports 25% possession, 8 shots, 2 on goal, 0.54 xG, 4 corners, 9 fouls, 1 yellow, 0 keeper saves, 81% passing accuracy; total pass attempts were not available in the cited source. ESPN summary API used to fill blank fields."
537403,Portugal,1,,7,2,,,9,5,3,75.4,3,0,1,783,723,94,0.75,,0.46,0.87,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX/Sofascore 2026-06-17; ESPN event 760435,"Portugal 1-1 DR Congo: FOX box score reports 75% possession, 9 shots, 3 on goal, 0.75 xG, 5 corners, 9 fouls, 3 yellows, 1 keeper save, 94% passing accuracy; Sofascore reports 783 passes and 723 accurate. ESPN summary API used to fill blank fields."
537404,Colombia,4,,15,4,,,11,4,3,61.5,1,0,1,521,446,90,,,0.18,1.16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760436,ESPN summary API used to fill blank fields.
537404,Uzbekistan,2,,8,2,,,14,3,0,38.5,1,0,1,318,242,80,,,0.03,1.61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760436,ESPN summary API used to fill blank fields.
537405,Portugal,9,,17,3,,,14,3,2,65.9,1,0,2,624,561,90,,,1.60,0.24,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760461,ESPN summary API used to fill blank fields.
537405,Uzbekistan,2,,7,3,,,15,2,2,34.1,1,0,4,327,262,80,,,0.05,2.61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760461,ESPN summary API used to fill blank fields.
537406,Colombia,9,,20,6,,,12,5,7,63.6,2,0,1,540,473,90,,,0.15,0.37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760459,ESPN summary API used to fill blank fields.
537406,Congo DR,1,,8,2,,,16,4,0,36.4,1,0,8,298,224,80,,,0.12,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760459,ESPN summary API used to fill blank fields.
537407,Colombia,6,,24,7,,,12,5,3,54.6,1,0,2,544,485,90,,,0.18,0.93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760481,ESPN summary API used to fill blank fields.
537407,Portugal,2,,13,4,,,6,2,2,45.4,0,0,6,446,405,90,,,0.13,1.70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760481,ESPN summary API used to fill blank fields.
537408,Congo DR,4,,19,1,,,6,2,3,57.6,3,0,1,485,400,80,,,1.33,0.20,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760482,ESPN summary API used to fill blank fields.
537408,Uzbekistan,1,,3,0,,,16,4,1,42.4,2,0,1,355,269,80,,,0.16,2.18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760482,ESPN summary API used to fill blank fields.
537409,Croatia,5,,10,2,,,12,2,1,48.3,0,0,7,443,381,90,,,0.01,3.20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760437,ESPN summary API used to fill blank fields.
537409,England,11,,22,5,,,10,8,0,51.7,0,0,3,474,406,90,,,1.03,0.70,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760437,ESPN summary API used to fill blank fields.
537410,Ghana,2,,8,2,,,9,2,4,37.9,1,0,4,351,292,80,,,1.00,0.62,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760434,ESPN summary API used to fill blank fields.
537410,Panama,4,,11,2,,,11,2,1,62.1,2,0,2,583,503,90,,,0.11,1.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760434,ESPN summary API used to fill blank fields.
537411,England,3,,19,6,,,14,9,2,78.9,1,0,0,633,586,90,,,0.12,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760458,ESPN summary API used to fill blank fields.
537411,Ghana,1,,2,1,,,24,2,2,21.1,1,0,3,172,127,70,,,0.05,1.36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760458,ESPN summary API used to fill blank fields.
537412,Croatia,2,,6,1,,,12,2,2,58,1,0,1,512,432,80,,,0.74,0.55,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760460,ESPN summary API used to fill blank fields.
537412,Panama,1,,8,2,,,19,7,1,42,1,0,1,352,277,80,,,0.13,1.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760460,ESPN summary API used to fill blank fields.
537413,England,6,,17,3,,,13,7,4,67.1,1,0,2,558,490,90,,,0.26,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760485,ESPN summary API used to fill blank fields.
537413,Panama,2,,13,3,,,16,3,4,32.9,2,0,4,268,202,80,,,0.25,1.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760485,ESPN summary API used to fill blank fields.
537414,Croatia,4,,8,2,,,9,3,1,53.3,1,0,0,523,477,90,,,0.15,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760480,ESPN summary API used to fill blank fields.
537414,Ghana,1,,6,2,,,13,2,2,46.7,1,0,2,455,402,90,,,0.04,0.42,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPN event 760480,ESPN summary API used to fill blank fields.
